# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__Acidobacteria;c__Sva0725	0.00211655837763	0.00345135556531	0.00121413796205	0.00142411921323	0.00170399760411	0.00335615518862	0.00381221728812	0.00218307596348	0.000595231148096	0.00143711197977	0.00372895505774	0.00326018198628	0.00182898103587	0.00183610806807	0.00204385489984	0.00226547794822	0.000250244189895	0.00203458799593	0.00279667312426	0.00187428817405	0.00128168962261	0.00261259769007	0.000556915160643	0.002520156688	0.00153653428331	0.0020502050205	0.00339485789102	0.000261795334225	0.00152794663687
k__Bacteria;p__Acidobacteria;c__TM1	0.00556211852727	6.0550097637e-05	7.30731180862e-05	4.12788177747e-05	6.57582968029e-05	0.000134246207545	4.96167109082e-05	5.67032717788e-05	0.000192574783207	3.83229861271e-05	0.000111312091276	4.17080851123e-05	0.000101610057548	4.6288438691e-05	0.0	6.19906901254e-05	0.000516633166235	3.32449018943e-05	0.0	3.58715440009e-05	4.90598898605e-05	5.27036997997e-05	2.3531626506e-05	0.000538729147073	1.95736851377e-05	5.00050005001e-05	8.11058199219e-05	5.8176740939e-05	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.0220269738137	0.0615945868213	0.0319666786582	0.0323832325442	0.0361063082935	0.0506779433481	0.0320275868913	0.0284366907971	0.0297790642033	0.0231566643673	0.0401094568898	0.0403247669561	0.037568009459	0.0408572618846	0.0459122902003	0.0359207871691	0.0417988521057	0.0455388666148	0.0242669657553	0.039817413841	0.0310119828781	0.0384887590537	0.0296027861446	0.0298583781513	0.0292724461234	0.0400040004	0.112991993697	0.00660306009657	0.0370650280945
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0044546170506	0.00333025537004	0.00217533051533	0.00283791872201	0.00075193182866	0.00451402872869	0.00258833841905	0.00577428317614	0.00109125710484	0.00227063692803	0.00422985946848	0.00240516624148	0.0053760957721	0.00341505814342	0.00342447211695	0.00418718934211	0.00319666771608	0.00331784120905	0.00276754111255	0.00190119183205	0.00340352985908	0.00604586727703	0.000870670180723	0.0035336979647	0.0038951633424	0.0044504450445	0.00455351246133	0.000494502297981	0.00905267308514
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0101397912975	0.0171508151557	0.0212755193812	0.01409671627	0.0153981629133	0.0159585179219	0.0133717035898	0.0414500916703	0.0145014647355	0.0282727830153	0.0322712304624	0.010600804966	0.0209870955227	0.0174404550668	0.0157958852193	0.0203554884303	0.012157024193	0.0221544026224	0.0279667312426	0.0151467594544	0.0221382752996	0.0182053637308	0.00872238955823	0.00869271437311	0.0205817299223	0.031236456979	0.0172871261891	0.00378148816103	0.0210298031742
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0375319944871	0.0441561587018	0.0343218814642	0.0382035458504	0.0282088798003	0.0259095180561	0.0383289091766	0.0495397584441	0.0483012569881	0.0544665440331	0.0369092342656	0.0436961705027	0.0210148073566	0.0394737518837	0.0402544667028	0.0388625271914	0.0400552151696	0.0224070638768	0.040129346132	0.0340241594849	0.0572528914673	0.0321718441777	0.0354150978916	0.0292466009843	0.0395486308207	0.0283528352835	0.0228602546723	0.168479841759	0.0477606545526
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	0.0	5.62100908355e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95134751872e-06	0.0	0.0	0.0	1.12710345683e-05	0.0	0.0	0.0	0.0	0.0	7.52909997139e-06	0.0	0.0	9.78684256885e-06	0.0	1.15865457031e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.000492222878519	0.0131393711872	0.0132149923554	0.00112484778436	0.00221290964024	0.00783662236542	0.0107006706525	0.0291643827849	0.000945367117564	0.0253889783092	0.0177635545661	0.00446276510702	0.00891397323037	0.0116132549516	0.00438548998376	0.0125897456127	0.000597357098459	0.0163298958105	0.0109973344209	0.00827735877822	0.0140188635277	0.0151259618425	0.00161583835341	0.00079439721687	0.015208753352	0.019835316865	0.00655798486797	0.000843562743615	0.00581605494036
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.0	0.0	0.0	0.0	1.42952819137e-06	0.0	4.96167109082e-05	1.89010905929e-05	0.0	2.87422395953e-05	1.85520152127e-05	0.0	0.0	0.0	0.0	1.12710345683e-05	0.0	6.64898037886e-06	0.0	0.0	0.0	2.25872999142e-05	0.0	0.0	0.0	0.0	1.15865457031e-05	0.0	1.64295337298e-05
k__Bacteria;p__Actinobacteria;c__OPB41	0.0	1.51375244093e-05	0.0	0.0	7.86240505252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23727795893e-06	0.0	0.0	5.63551728413e-06	8.07239322242e-06	6.64898037886e-06	0.0	1.79357720005e-05	0.0	0.000225872999142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	2.4611143926e-05	0.00396603139523	0.00129283208922	0.000216713793317	0.00176546731634	0.00181232380185	0.0029356553954	0.00378966866388	0.00148224227075	0.00393768682456	0.00345067482955	0.00152929645412	0.00230931948973	0.00223213137688	0.0014753654575	0.00433934830878	1.61447864448e-05	0.00525934347968	0.00161682664996	0.00174873777005	0.00154538653061	0.00319233838787	0.000502008032129	3.65240099711e-05	0.00145823954276	0.0048838217155	0.00183067422109	5.8176740939e-05	0.000706469950383
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.0563595195905	0.067649596585	0.0640345354798	0.0686363542548	0.0190870604111	0.0438146059874	0.0703730349715	0.148751582966	0.0625284485475	0.117488694719	0.085014609712	0.0333734194374	0.0452534247208	0.068316592348	0.0506632376827	0.0689336474195	0.103350850427	0.0562038311425	0.0788020916784	0.0653938247137	0.0849104043761	0.0747790209158	0.0483496485944	0.0564113334003	0.0841570592495	0.0986098609861	0.0612233074953	0.0155913665716	0.0734235862386
k__Bacteria;p__Armatimonadetes;c__	0.0	6.0550097637e-05	4.49680726684e-05	3.0959113331e-05	2.85905638274e-05	0.0	4.13472590902e-05	9.45054529646e-06	0.000163396785752	7.66459722542e-05	5.5656045638e-05	3.47567375936e-05	0.0	5.14315985455e-05	5.41418516513e-05	1.69065518524e-05	5.65067525569e-05	2.65959215154e-05	4.36980175666e-05	0.000125550404003	0.000122649724651	9.78782996281e-05	0.000109814257028	9.13100249276e-05	9.78684256885e-06	0.0	0.000162211639844	0.0	9.8577202379e-05
k__Bacteria;p__Armatimonadetes;c__0319-6E2	0.000196889151408	0.000136237719683	7.30731180862e-05	9.2877339993e-05	6.93321172814e-05	0.000100684655658	0.000140580680907	0.000604834898974	7.58627933848e-05	0.000191614930635	0.000389592319466	0.000180735035487	4.61863897947e-05	0.000174867435055	2.70709258257e-05	0.000281775864207	9.6868718669e-05	0.000651600077128	0.000145660058555	0.000134518290003	0.000367949173954	0.000308693098827	0.000133345883534	0.000228275062319	9.78684256885e-05	0.000300030003	0.000324423279688	0.000145441852347	9.8577202379e-05
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	0.000147666863556	0.0	1.12420181671e-05	6.1918226662e-05	1.14362255309e-05	3.35615518862e-05	0.0	9.45054529646e-06	6.41915944025e-05	0.0	3.71040304253e-05	3.47567375936e-05	6.46609457125e-05	6.17179182546e-05	4.06063887385e-05	1.12710345683e-05	0.000209882223783	0.0	0.0	8.96788600023e-06	6.13248623257e-06	3.01163998856e-05	2.3531626506e-05	2.73930074783e-05	1.95736851377e-05	1.66683335e-05	0.0	0.0	3.28590674597e-05
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	0.000541445166371	0.000105962670865	5.62100908355e-06	6.1918226662e-05	3.78824970713e-05	0.000184588535374	8.26945181804e-05	2.83516358894e-05	8.7533992367e-05	3.83229861271e-05	0.000222624182552	0.000118172907818	0.000101610057548	0.000164581115346	0.0	0.000135252414819	0.00076687735613	0.000159575529093	1.45660058555e-05	5.38073160014e-05	2.45299449303e-05	0.000210814799199	3.1375502008e-05	0.000611777167015	5.87210554131e-05	8.33416675001e-05	0.000254904005469	2.90883704695e-05	0.000213583938488
k__Bacteria;p__Armatimonadetes;c__OPB50	2.4611143926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61447864448e-05	0.0	0.0	0.0	0.0	0.0	7.84387550201e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SHA-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78053900749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.84387550201e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	0.0	0.0	0.0	7.14764095684e-06	0.0	0.0	0.0	5.83559949114e-06	0.0	9.27600760633e-06	0.0	0.0	0.0	0.0	5.63551728413e-06	8.07239322242e-06	0.0	0.0	0.0	0.0	0.000504449698083	2.3531626506e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.000590667454223	0.000287612963776	5.62100908355e-05	0.000278632019979	0.000302345212474	0.000352396294805	0.000388664235448	0.000368571266562	0.000390985165906	0.000287422395953	0.000287556235796	0.000674280709316	0.00025864378285	0.000210869554037	0.000216567406605	0.000377579658037	0.000783022142575	0.000252661254397	0.000160226064411	0.000286972352007	9.81197797211e-05	0.000308693098827	0.000141189759036	0.000913100249276	0.00025445790679	0.000400040004	0.00142514512148	0.000290883704695	0.000476456478165
k__Bacteria;p__BHI80-139;c__	7.38334317779e-05	3.02750488185e-05	1.12420181671e-05	3.0959113331e-05	3.28791484015e-05	5.03423278292e-05	4.96167109082e-05	0.000122857088854	2.33423979645e-05	5.74844791906e-05	5.5656045638e-05	0.000166832340449	3.69491118357e-05	7.71473978183e-05	1.35354629128e-05	1.69065518524e-05	9.6868718669e-05	4.6542862652e-05	4.36980175666e-05	8.07109740021e-05	3.67949173954e-05	8.28200996853e-05	3.1375502008e-05	2.73930074783e-05	4.89342128443e-05	5.00050005001e-05	4.63461828125e-05	0.0	6.57181349193e-05
k__Bacteria;p__BRC1;c__NPL-UPA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77118338768e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11	0.000196889151408	0.000560088403143	0.000191114308841	0.00030959113331	0.000255885546255	8.39038797154e-05	0.00033904752454	0.000179560360633	0.000338464770486	0.000124549704913	0.000213348174946	0.000312810638342	0.000138559169384	0.000216012713891	0.000893340552247	0.000208514139513	0.00023409940345	5.31918430309e-05	0.000233056093689	0.000538073160014	0.000122649724651	0.000429158698369	0.000141189759036	0.000127834034899	0.000274031591928	0.0001833516685	1.15865457031e-05	0.000669032520798	0.000295731607137
k__Bacteria;p__Bacteroidetes;c__At12OctB3	0.0	9.08251464555e-05	2.81050454178e-05	0.000154795566655	4.64596662195e-05	0.000117465431602	3.30778072722e-05	1.89010905929e-05	0.000122547589314	1.91614930635e-05	2.7828022819e-05	4.8659432631e-05	2.77118338768e-05	4.11452788364e-05	9.47482403898e-05	3.94486209889e-05	0.0	4.6542862652e-05	2.91320117111e-05	1.79357720005e-05	3.67949173954e-05	3.01163998856e-05	3.1375502008e-05	1.82620049855e-05	6.8507897982e-05	6.66733340001e-05	0.0	8.72651114085e-05	0.000115006736109
k__Bacteria;p__Bacteroidetes;c__BME43	2.4611143926e-05	0.0	0.0	3.0959113331e-05	1.92986305835e-05	1.67807759431e-05	0.0	0.0	1.75067984734e-05	0.0	0.0	8.34161702246e-05	3.69491118357e-05	0.0	1.35354629128e-05	0.0	0.0	0.0	0.0	8.96788600023e-06	6.13248623257e-06	0.0	0.0	0.0	0.0	1.66683335e-05	0.0	2.90883704695e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0	4.54125732278e-05	1.12420181671e-05	1.03197044437e-05	7.79092864296e-05	0.000100684655658	4.96167109082e-05	0.000113406543558	5.83559949114e-06	8.62267187859e-05	9.27600760633e-05	1.39026950374e-05	0.000157033725302	4.6288438691e-05	0.0	9.58037938302e-05	0.000121085898336	0.000119681646819	2.91320117111e-05	8.96788600023e-06	7.35898347908e-05	0.0027104759897	1.5687751004e-05	0.0	0.0	6.66733340001e-05	2.31730914063e-05	5.8176740939e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.020279582595	0.0273080940343	0.0365253170249	0.0242513054426	0.0517532091121	0.0236441133038	0.0238821768505	0.0121723023418	0.0208097477854	0.0182800643826	0.0121793979871	0.019873902556	0.021356586641	0.019518291648	0.0545749864645	0.0143818401091	0.0139975298477	0.00962772358859	0.0210187464495	0.0239532235066	0.0206112862277	0.016315559638	0.0152484939759	0.0150022370956	0.0141322006694	0.010901090109	0.0103583718586	0.0402292163593	0.0302467715966
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.00310100413467	0.00646372292275	0.00736352189945	0.00552104187736	0.0169406238318	0.0099342193583	0.0110727959844	0.00431889920048	0.00806479849675	0.00414846324826	0.00383099114141	0.00574876439798	0.00766694070591	0.00625408238313	0.00843259339469	0.00303754381615	0.009291324599	0.00369683309065	0.012599595065	0.00687836856218	0.0218255185017	0.00242437019079	0.00639275853414	0.00318671986997	0.0040223922958	0.004033736707	0.00187702040391	0.0182965850253	0.00464955804554
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0090076786769	0.0108990175747	0.00749842611746	0.0114651916369	0.0169484862369	0.00840716874748	0.0130988116798	0.00500878900713	0.0154059826566	0.00619874300606	0.00573257270071	0.0136733005693	0.00862761761364	0.00912910874183	0.0133188955062	0.00469438589768	0.0102761565721	0.00435508214815	0.0109973344209	0.00912034006224	0.00975678559602	0.0062115074764	0.00978915662651	0.00802615119114	0.0073205582415	0.00610061006101	0.00415956990742	0.0966315666996	0.00962770676568
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	0.0	0.0	1.68630272507e-05	1.03197044437e-05	2.35872151576e-05	8.39038797154e-05	8.26945181804e-06	9.45054529646e-06	0.0	9.58074653177e-05	6.49320532443e-05	1.39026950374e-05	9.23727795893e-05	1.02863197091e-05	4.06063887385e-05	5.07196555572e-05	8.07239322242e-06	6.64898037886e-06	1.45660058555e-05	5.38073160014e-05	0.0	2.25872999142e-05	0.0	5.47860149566e-05	9.78684256885e-06	0.0	4.63461828125e-05	0.0	8.21476686492e-05
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0.0	0.0	5.62100908355e-06	1.03197044437e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.27600760633e-06	0.0	0.0	0.0	2.70709258257e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.25872999142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.036892104745	0.0445194592876	0.0397798812843	0.0526408123671	0.11101858887	0.0538159484495	0.0598708311626	0.0288336136995	0.0559225499236	0.0303422242661	0.0294513241501	0.0516902201492	0.042740885116	0.0464221608472	0.0745939361126	0.0336947578418	0.0515260859387	0.0210041290168	0.0420957569225	0.0456555076272	0.0406461187495	0.0242286437079	0.0503576807229	0.0458558945187	0.0379240149543	0.032603260326	0.0142977973977	0.0452033277096	0.0503400913482
