Feature ID	Test stat.	pval	pval_fdr	pval_bon	taxonomy
12290	-0.430112222796	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Pseudoclavibacter; s__helvolus
3237752	0.450970548601	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
1129515	0.309118545315	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__arvensicola
794540	0.399899091475	0.0	0.0	0.0	k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__
209613	0.513401842504	0.0	0.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
225187	0.389610867796	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
899137	0.436323792497	0.0	0.0	0.0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__; f__; g__; s__
530833	-0.430033923418	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Microbispora; s__rosea
4299531	0.345623766545	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
61307	0.381068539246	0.0	0.0	0.0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
4398283	0.403624317091	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__028H05-P-BN-P5; o__; f__; g__; s__
255363	0.30049799206	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
217548	0.367303963452	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
211287	0.556820044733	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
589827	0.358989116905	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__
244582	0.36841306615	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
512873	0.415672062573	0.01	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
1132508	0.405688881883	0.01	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
225788	0.410174462997	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
688461	0.417506159088	0.01	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
248002	0.435502622343	0.01	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__C114; f__; g__; s__
217880	-0.357954128746	0.01	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
868209	0.428199973351	0.01	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
279567	0.371928924487	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
186887	0.457918459797	0.01	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12; g__; s__
564638	0.368225877024	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
204198	0.27660952452	0.01	0.996859504132	1.0	k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__
750016	-0.445688161423	0.01	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
130295	-0.433287949122	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
4308332	0.384247453299	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
2281137	0.339171946286	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
4464461	0.311949092002	0.01	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__
584392	0.309704550167	0.01	0.996859504132	1.0	k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__
573054	0.364862224101	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
794280	0.343392045083	0.01	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
4398233	0.412081030768	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__RB25; o__; f__; g__; s__
610433	-0.428963005015	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__
558862	0.392921384669	0.01	0.996859504132	1.0	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
246829	0.402823981946	0.01	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-2; o__; f__; g__; s__
815931	0.392921384669	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
633828	0.397465668232	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
251412	0.315037971722	0.01	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12; g__; s__
978958	-0.362101573549	0.01	0.996859504132	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
256205	-0.367455994339	0.01	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__
817817	0.350409471307	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
259155	0.296629391015	0.01	0.996859504132	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
241049	0.279510715177	0.01	0.996859504132	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
1554351	0.343099228486	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
239215	0.369296180517	0.01	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
4315090	0.387222894819	0.01	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
4380346	0.322906774172	0.01	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
254634	0.42257248067	0.01	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
244639	0.324755654178	0.01	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
89632	-0.434802384035	0.01	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__
737690	0.368184064622	0.01	0.996859504132	1.0	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
570486	0.351106966601	0.02	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
512897	0.226811172347	0.02	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
587824	0.326334767986	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__RB25; o__; f__; g__; s__
589449	0.3745020773	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
795349	0.443976162652	0.02	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
216224	0.348359275357	0.02	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
4396926	0.264358763644	0.02	0.996859504132	1.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
517876	-0.376391311448	0.02	0.996859504132	1.0	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
335380	0.402321238412	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
252937	0.325648290522	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__BPC102; o__MVS-40; f__; g__; s__
321578	0.378809821234	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
278639	0.447557329954	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
929382	-0.328955379055	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
210865	0.4342840099	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
1120366	0.385763854553	0.02	0.996859504132	1.0	k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__
152124	0.323063468467	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
566646	-0.459647720858	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__iii1-8; o__; f__; g__; s__
761300	0.363335353063	0.02	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
253680	0.399570788771	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
590926	0.415329617729	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
812600	0.432759962004	0.02	0.996859504132	1.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
244820	-0.284384214343	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
348824	0.389464912791	0.02	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Alkaliphilus; s__
429838	-0.323122721591	0.02	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__
820686	0.362289384308	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
876717	-0.25859702034	0.02	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
4420131	0.388432837547	0.02	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
4349578	0.337479195567	0.02	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
238848	0.450610173124	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
735771	0.345816840129	0.02	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae; g__; s__
4341344	0.353655046176	0.02	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
222507	-0.435902749302	0.02	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
741778	0.303683215696	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
542614	0.376542396829	0.02	0.996859504132	1.0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
549259	0.37107480378	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__PAUC26f; g__; s__
252906	0.444925685582	0.02	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__; g__; s__
821788	-0.38763100846	0.02	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__
565318	0.392921384669	0.02	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Shimazuella; s__
317092	0.30849667865	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4423681	0.269226403413	0.02	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__N1423WL; f__; g__; s__
1139467	0.315037971722	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Inquilinus; s__
712016	0.40269502425	0.02	0.996859504132	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
141294	0.334587875294	0.02	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__envOPS12; f__; g__; s__
252274	0.361866312001	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
253761	0.368184064622	0.02	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__; g__; s__
538153	0.319631897435	0.02	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
4308752	0.270082493901	0.02	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__DRC31; f__; g__; s__
229483	0.365132022908	0.02	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__TK17; o__; f__; g__; s__
153570	0.396525491221	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
3166208	0.38432466099	0.02	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
141140	0.408021783966	0.02	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
836228	0.297809549035	0.03	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
245860	0.383064058966	0.03	0.996859504132	1.0	k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
672776	0.369362022368	0.03	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
225930	0.396101679565	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
4348040	-0.361380634211	0.03	0.996859504132	1.0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__
4420495	0.259293543714	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
1107752	0.342953153043	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
757263	0.339221621894	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
4353222	0.361768851072	0.03	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
1721731	0.458431276697	0.03	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
237257	0.335852769697	0.03	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__envOPS12; f__; g__; s__
264455	0.315037971722	0.03	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__
866480	-0.388544775058	0.03	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
309065	0.312483489945	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
223030	0.29443342788	0.03	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
572991	0.318853060999	0.03	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
555635	0.384778576816	0.03	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
534600	0.366173348639	0.03	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
1138005	0.34902842352	0.03	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
4435517	0.349582603848	0.03	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__PAUC26f; g__; s__
4447720	0.367322280589	0.03	0.996859504132	1.0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__; s__
584319	0.269359106078	0.03	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Amycolatopsis; s__
156350	0.368769861891	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
4406478	0.276993303995	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
739084	0.332052208594	0.03	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
586031	0.325567023439	0.03	0.996859504132	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
1012195	-0.363533020743	0.03	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
534498	-0.403159549077	0.03	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
973307	-0.351439570374	0.03	0.996859504132	1.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
755348	0.327100845203	0.03	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__; s__
4331249	0.338965934593	0.03	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
551480	-0.406673962995	0.03	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
254402	0.279979551654	0.03	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
537694	0.331434300628	0.03	0.996859504132	1.0	k__Bacteria; p__Chloroflexi; c__TK17; o__; f__; g__; s__
513834	-0.381466163865	0.03	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
511571	0.337614301248	0.04	0.996859504132	1.0	k__Bacteria; p__TM7; c__MJK10; o__; f__; g__; s__
322927	0.315037971722	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1049387	0.291687217369	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
654712	0.32282563963	0.04	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
1111883	0.402852489165	0.04	0.996859504132	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
115374	-0.302683541459	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
815724	-0.367671165978	0.04	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
788498	0.321417045043	0.04	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
4372310	0.315037971722	0.04	0.996859504132	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
254269	0.268496137113	0.04	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S-70; f__; g__; s__
41797	-0.290746510586	0.04	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
3430519	0.21889100821	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Anaeromyxobacter; s__
91890	0.36581442382	0.04	0.996859504132	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__thermoamylovorans
243365	0.315037971722	0.04	0.996859504132	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
546509	-0.302420897864	0.04	0.996859504132	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
818803	0.399121481778	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__MND4; g__; s__
2307310	0.382736385145	0.04	0.996859504132	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
