# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__BRC1	0.000196889151408	0.000560088403143	0.000191114308841	0.00030959113331	0.000255885546255	8.39038797154e-05	0.00033904752454	0.000179560360633	0.000338464770486	0.000124549704913	0.000213348174946	0.000312810638342	0.000166271003261	0.000216012713891	0.000893340552247	0.000208514139513	0.00023409940345	5.31918430309e-05	0.000233056093689	0.000538073160014	0.000122649724651	0.000429158698369	0.000141189759036	0.000127834034899	0.000274031591928	0.0001833516685	1.15865457031e-05	0.000669032520798	0.000295731607137
k__Bacteria;p__Bacteroidetes	0.0693049812955	0.089326531539	0.091228977426	0.0940950651173	0.196828162849	0.096120284602	0.108015579647	0.0504753624284	0.10034896885	0.0591706905802	0.051389082139	0.0911460686654	0.0807060975272	0.0814213636574	0.151096372496	0.0559944997351	0.0852202552491	0.0388566413341	0.0867842628873	0.0856971186182	0.0929562263133	0.0519658480025	0.0818351531124	0.0721440506953	0.0634774609016	0.0537887122046	0.0307622788418	0.200535226017	0.0950612821608
k__Bacteria;p__Chlamydiae	4.92222878519e-05	6.0550097637e-05	2.24840363342e-05	5.15985222183e-05	7.57649941425e-05	3.35615518862e-05	3.30778072722e-05	1.89010905929e-05	8.7533992367e-05	1.91614930635e-05	0.0	2.78053900749e-05	6.46609457125e-05	5.65747584001e-05	4.06063887385e-05	7.32617246937e-05	0.000104941111891	0.000106383686062	4.36980175666e-05	2.69036580007e-05	5.51923760931e-05	7.52909997139e-06	0.00011765813253	7.30480199421e-05	4.89342128443e-05	0.000166683335	3.47596371094e-05	2.90883704695e-05	1.64295337298e-05
k__Bacteria;p__Chlorobi	0.000221500295334	0.000787151269281	0.00107361273496	0.000681100493282	0.00314567678511	0.000956504228756	0.00140580680907	0.000633186534863	0.000525203954202	0.000469456580057	0.000983256806271	0.000604767234128	0.000988388741606	0.00132179208262	0.00203031943692	0.000473383451867	0.00113820744436	0.000332449018943	0.00106331842745	0.000923692258024	0.000374081660187	0.000564682497854	0.000368662148594	0.000319585087247	0.000802521090646	0.000733406674001	0.000428702191016	0.00107626970737	0.00157723523806
k__Bacteria;p__Chloroflexi	0.0240204764717	0.0325759525287	0.0375033726055	0.0220635281006	0.0104870188119	0.0203718619949	0.0210044076178	0.0505226151549	0.0206463509996	0.0441672415115	0.0440053800844	0.0226822469536	0.0287648835641	0.0239619817624	0.0223741201949	0.0278338198663	0.0212546113546	0.0324470242488	0.0305303482732	0.0236034759526	0.0340782259944	0.0554668794892	0.021437311747	0.0193668562872	0.0285971539862	0.0308197486415	0.0268460263942	0.0102100180348	0.0312654026879
k__Bacteria;p__Cyanobacteria	0.00115672376452	0.00311833002831	0.000691384117277	0.00156859507544	0.00149814554455	0.00167807759431	0.00285296087722	0.00116241707147	0.000776134732321	0.0018395033341	0.00216130977227	0.00319761985861	0.0025864378285	0.00206755026153	0.00399296155929	0.00357291795814	0.00198580873271	0.000777930704326	0.00148573259726	0.00356921862809	0.00377761151926	0.00271800508967	0.00104323544177	0.00437375019403	0.00186928693065	0.001900190019	0.00118182766172	0.00127988830066	0.00274373213288
k__Bacteria;p__Elusimicrobia	0.00258417011223	0.00267934182044	0.00103426567137	0.00205362118429	0.00110859911241	0.00250033561552	0.00256353006359	0.00196571342166	0.00201328182444	0.000737717482946	0.00216130977227	0.00186296113502	0.00165347275465	0.00281330844044	0.00208446128858	0.00144832794202	0.0031320885703	0.0016024042713	0.00217033487247	0.00287869140607	0.00127555713637	0.00131759249499	0.00102754769076	0.00257494270296	0.00259351328075	0.0021168783545	0.0011123083875	0.000407237186573	0.00139651036704
k__Bacteria;p__FBP	0.00012305571963	0.000227062866139	2.81050454178e-05	0.000123836453324	9.7207917013e-05	1.67807759431e-05	1.65389036361e-05	9.45054529646e-06	0.000134218788296	5.74844791906e-05	0.0	0.000180735035487	1.84745559179e-05	2.57157992728e-05	8.1212777477e-05	5.63551728413e-05	4.84343593345e-05	2.65959215154e-05	0.0	2.69036580007e-05	4.2927403628e-05	0.000105407399599	7.05948795181e-05	0.0	5.87210554131e-05	0.0	4.63461828125e-05	0.000436325557042	8.21476686492e-05
k__Bacteria;p__FCPU426	0.00036916715889	0.0	0.0	0.000154795566655	0.0	0.0	0.0	0.0	0.000227588380154	0.0	0.0	0.0	0.0	0.0	0.0	5.63551728413e-06	0.000815311715464	0.0	0.0	0.0	0.0	1.50581999428e-05	0.000243160140562	9.13100249276e-05	0.0	0.0	0.0	2.90883704695e-05	0.0
k__Bacteria;p__Fibrobacteres	0.000147666863556	3.02750488185e-05	4.49680726684e-05	0.00019607438443	7.50502300468e-05	0.000251711639146	0.000190197391815	0.000245714177708	0.000145889987278	3.83229861271e-05	0.00010203608367	6.25621276684e-05	0.000424914786111	0.000601749702983	0.000243638332431	6.76262074096e-05	0.000540850345902	1.99469411366e-05	7.28300292777e-05	0.000170389834004	0.000294359339163	7.52909997139e-05	4.7063253012e-05	3.65240099711e-05	0.000362113175047	6.66733340001e-05	8.11058199219e-05	8.72651114085e-05	6.57181349193e-05
k__Bacteria;p__Firmicutes	0.0232083087222	0.011837544088	0.0147158017807	0.0138800024767	0.00583461931307	0.00325547053296	0.00480455150628	0.00388417411685	0.0141921779624	0.017801027056	0.00859885905106	0.00614499120655	0.00179203192403	0.00428425215884	0.0105711965349	0.0140268025202	0.0190104860388	0.0209841820757	0.0078947751737	0.0152095346564	0.0137245041885	0.0180397235314	0.0104323544177	0.0079439721687	0.00794691616591	0.015268193486	0.027552805682	0.0103845482576	0.00867479380935
k__Bacteria;p__Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87422395953e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.42171796673e-05	0.0	0.0	1.79357720005e-05	4.2927403628e-05	7.52909997139e-06	7.84387550201e-06	0.0	0.0	0.0	1.15865457031e-05	0.0	0.0
k__Bacteria;p__GAL15	0.0	0.0	5.62100908355e-06	0.0	0.0	0.0	0.0	6.61538170752e-05	0.0	0.0	2.7828022819e-05	0.0	2.77118338768e-05	5.14315985455e-06	0.0	3.94486209889e-05	0.0	5.31918430309e-05	0.0	0.0	1.83974586977e-05	7.52909997139e-06	0.0	0.0	0.0	1.66683335e-05	6.95192742188e-05	0.0	0.0
k__Bacteria;p__GN02	0.0	0.0	0.0	0.0	2.07281587748e-05	0.0	8.26945181804e-06	9.45054529646e-06	0.0	0.0	5.5656045638e-05	0.0	9.23727795893e-06	0.0	1.35354629128e-05	1.69065518524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65240099711e-05	9.78684256885e-06	5.00050005001e-05	0.0	0.0	0.0
k__Bacteria;p__GN04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85520152127e-05	0.0	5.54236677536e-05	0.0	0.0	0.0	0.0	4.6542862652e-05	0.0	0.0	0.0	2.25872999142e-05	7.84387550201e-06	0.0	0.0	1.66683335e-05	0.0	0.0	0.0
k__Bacteria;p__GOUTA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127994699514	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0640135853514	0.0319553140279	0.0422531252811	0.0304224886999	0.00940415120691	0.0262115720231	0.0152819469597	0.0159997731869	0.027660741588	0.0253410745765	0.0331246231622	0.0270754985854	0.0303998817628	0.0185513775954	0.0170411478073	0.0169685425425	0.00879083621921	0.03246697119	0.016532416646	0.0122770359343	0.034464572627	0.0624463551627	0.0359249497992	0.0406786161053	0.0189473272133	0.0328199486615	0.089181642277	0.019081971028	0.0279466368744
k__Bacteria;p__Kazan-3B-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13100249276e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84745559179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	0.0	2.06394088873e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13248623257e-06	0.0	0.0	0.0	9.78684256885e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__NC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7828022819e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.64898037886e-05	0.0	0.0	0.0	7.52909997139e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__NKB19	7.38334317779e-05	9.08251464555e-05	1.12420181671e-05	0.0	0.000152244752381	0.0	8.26945181804e-06	0.0	5.83559949114e-06	9.58074653177e-06	0.0	2.08540425561e-05	9.23727795893e-06	1.02863197091e-05	0.0	5.07196555572e-05	0.0	0.0	5.82640234221e-05	2.69036580007e-05	1.22649724651e-05	9.78782996281e-05	7.84387550201e-06	1.82620049855e-05	0.0	1.66683335e-05	2.31730914063e-05	0.000319972075164	9.8577202379e-05
k__Bacteria;p__Nitrospirae	0.0110750147667	0.0135026717731	0.021191204245	0.00958700542816	0.00860790400432	0.0295677272117	0.00970006698256	0.0283988886159	0.00894013842042	0.0150226105618	0.0250081165067	0.0163912774491	0.0253748025532	0.0195645800867	0.00924472116946	0.020964124297	0.00330968122119	0.0341425142454	0.0198825979928	0.0124832973123	0.0231624005004	0.0156831152404	0.00832235190763	0.0154770492252	0.0191430640647	0.0299196586325	0.0378995909949	0.00215253941474	0.0103670357835
k__Bacteria;p__OD1	0.000221500295334	0.0	4.49680726684e-05	9.2877339993e-05	1.14362255309e-05	0.0	3.30778072722e-05	2.83516358894e-05	6.41915944025e-05	3.83229861271e-05	6.49320532443e-05	0.000152929645412	2.77118338768e-05	2.57157992728e-05	0.0	3.38131037048e-05	2.42171796673e-05	2.65959215154e-05	0.0	7.17430880019e-05	2.45299449303e-05	1.50581999428e-05	6.27510040161e-05	0.000182620049855	3.91473702754e-05	3.3336667e-05	0.000115865457031	8.72651114085e-05	9.8577202379e-05
k__Bacteria;p__OP11	0.0	4.54125732278e-05	5.62100908355e-06	0.0	3.57382047842e-06	0.0	0.0	0.0	5.83559949114e-05	0.0	0.0	4.17080851123e-05	0.0	2.05726394182e-05	0.0	1.12710345683e-05	8.07239322242e-06	0.0	0.0	0.0	0.0	1.50581999428e-05	2.3531626506e-05	0.0	9.78684256885e-06	1.66683335e-05	1.15865457031e-05	2.90883704695e-05	0.0
k__Bacteria;p__OP3	0.000443000590667	0.000181650292911	0.000236082381509	7.22379311057e-05	4.64596662195e-05	0.000100684655658	0.000115772325453	9.45054529646e-05	1.16711989823e-05	0.000210776423699	0.000139140114095	0.000166832340449	0.000129321891425	0.0001131495168	0.00018949648078	3.94486209889e-05	5.65067525569e-05	0.000398938822732	4.36980175666e-05	0.000134518290003	0.000165577128279	0.000346338598684	3.1375502008e-05	0.000283061077276	9.78684256885e-05	0.0001500150015	0.000301250188281	0.000174530222817	0.000164295337298
k__Bacteria;p__OP8	0.0	0.0	1.12420181671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98938822732e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.95736851377e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0320437093916	0.0438231331648	0.0439394280061	0.0386163340282	0.0410796368712	0.0495871929118	0.0479132038337	0.0414689927609	0.0363441136308	0.0425768375872	0.0546542368165	0.0419791876655	0.0624624735583	0.0470341968699	0.0513400108284	0.0487021403695	0.0525351350915	0.0554524963597	0.0429842832797	0.0629366239496	0.0388738302283	0.0423135418392	0.0402704568273	0.0412812622698	0.0359079253851	0.0408540854085	0.0395796401219	0.0419745185875	0.0391844379457
k__Bacteria;p__Proteobacteria	0.293438669029	0.261061745962	0.284046452019	0.352727497884	0.374168282629	0.313532017721	0.252243088806	0.247689341675	0.28956828235	0.258689737104	0.253819396132	0.356611079058	0.294955522507	0.280117058318	0.268056307526	0.285647464581	0.207113392908	0.263612125081	0.317247607534	0.23871615744	0.267909926042	0.242557484678	0.39742564006	0.307541294959	0.268208420599	0.275060839417	0.291529076436	0.398714294025	0.350343377255
k__Bacteria;p__SBR1093	0.0	4.54125732278e-05	1.12420181671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27600760633e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.64898037886e-05	0.0	8.96788600023e-06	2.45299449303e-05	1.50581999428e-05	0.0	0.0	0.0	3.3336667e-05	0.000266490551172	0.0	3.28590674597e-05
k__Bacteria;p__SR1	0.0	0.0	0.0	3.0959113331e-05	1.71543382964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50581999428e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.28590674597e-05
k__Bacteria;p__Spirochaetes	0.0	0.0	1.12420181671e-05	1.03197044437e-05	6.43287686116e-06	0.000201369311317	0.0	5.67032717788e-05	5.83559949114e-06	9.58074653177e-06	0.0	3.47567375936e-05	0.000267881060809	0.000133722156218	0.0	0.000107074828398	2.42171796673e-05	6.64898037886e-06	0.0	0.0	7.35898347908e-05	0.0	7.84387550201e-06	2.73930074783e-05	2.93605277066e-05	0.0	0.0	2.90883704695e-05	0.0
k__Bacteria;p__TM6	0.000713723173853	0.000529813354324	0.00052275384477	0.000949412808817	0.0005796736816	0.00124177741979	0.00046308930181	0.000245714177708	0.000758627933848	0.000297003142485	0.000658596540049	0.000674280709316	0.000286355616727	0.000190296914618	0.000392528424472	0.000766430350642	0.000621574278126	0.000651600077128	0.000480678193233	0.000322843896008	0.000772693265304	0.000926079296481	0.00108245481928	0.000566122154551	0.00124292900624	0.000950095009501	0.000312836733984	0.000523590668451	0.000410738343246
k__Bacteria;p__TM7	0.000221500295334	3.02750488185e-05	1.68630272507e-05	0.000319910837754	9.79226811087e-05	3.35615518862e-05	0.000157119584543	0.000103955998261	0.000134218788296	4.79037326588e-05	2.7828022819e-05	0.000180735035487	0.000101610057548	0.000288016951855	4.06063887385e-05	7.32617246937e-05	0.000137230684781	3.98938822732e-05	5.82640234221e-05	5.38073160014e-05	6.74573485583e-05	5.27036997997e-05	0.000133345883534	0.000219144059826	0.0	0.000133346668	0.000208557822656	2.90883704695e-05	0.000180724871028
k__Bacteria;p__Tenericutes	2.4611143926e-05	0.000438988207868	0.000236082381509	1.03197044437e-05	0.000174402439347	0.000184588535374	0.00114945380271	9.45054529646e-05	4.0849196438e-05	2.87422395953e-05	0.0	4.17080851123e-05	0.000286355616727	0.0001697242752	8.1212777477e-05	1.69065518524e-05	0.000871818468021	6.64898037886e-05	0.00244708898373	0.000224197150006	4.90598898605e-05	1.50581999428e-05	0.000298067269076	6.39170174493e-05	0.000146802638533	0.0001500150015	0.000139038548438	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.117025989368	0.125414389731	0.113032871661	0.142804070091	0.107562704467	0.0872096925762	0.212731648019	0.0677887614115	0.177192142949	0.102743925807	0.10296368443	0.124568147535	0.124518506886	0.175109163568	0.131848944234	0.110044746007	0.188119051655	0.0948676520456	0.0926543632471	0.173313364841	0.108618596151	0.112371817073	0.11530496988	0.158642037309	0.226653487052	0.0878087808781	0.0473542122887	0.068648554308	0.0932211743831
k__Bacteria;p__WPS-2	0.000615278598149	1.51375244093e-05	0.0	3.0959113331e-05	3.57382047842e-06	1.67807759431e-05	4.13472590902e-05	4.72527264823e-05	0.000332629170995	9.58074653177e-06	9.27600760633e-06	0.000104270212781	9.23727795893e-06	4.6288438691e-05	5.41418516513e-05	1.69065518524e-05	0.00201002591238	1.32979607577e-05	1.45660058555e-05	5.38073160014e-05	3.67949173954e-05	7.52909997139e-06	8.62826305221e-05	4.56550124638e-05	9.78684256885e-06	0.0	0.0	5.8176740939e-05	4.92886011895e-05
k__Bacteria;p__WS1	0.0	0.0	0.0	0.0	7.14764095684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25872999142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WS2	2.4611143926e-05	9.08251464555e-05	0.0	2.06394088873e-05	2.14429228705e-06	3.35615518862e-05	8.26945181804e-06	3.78021811859e-05	5.83559949114e-06	4.79037326588e-05	0.0	2.78053900749e-05	0.0	1.02863197091e-05	1.35354629128e-05	6.19906901254e-05	1.61447864448e-05	0.0	2.91320117111e-05	1.79357720005e-05	6.13248623257e-06	0.0	5.49071285141e-05	3.65240099711e-05	0.0	3.3336667e-05	1.15865457031e-05	0.0	0.0
k__Bacteria;p__WS3	0.00211655837763	0.00349676813854	0.00812235812573	0.00191946502652	0.00726200321215	0.015639683179	0.00633440009262	0.00582153590262	0.00369977007738	0.00514486088756	0.00991605213116	0.00444886241198	0.0137635441588	0.00527688201077	0.00273416350839	0.00624415315082	0.000904108040911	0.0111769360169	0.00372889749902	0.00281591620407	0.00520648081145	0.00819918986884	0.0011608935743	0.00773395911137	0.00439429231341	0.00755075507551	0.00397418517617	0.000232706963756	0.00400880623008
k__Bacteria;p__WS4	0.0	0.0	5.62100908355e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64898037886e-06	0.0	0.0	0.0	0.000135523799485	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	0.0	1.42952819137e-06	0.0	0.0	1.89010905929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13248623257e-06	7.52909997139e-06	7.84387550201e-06	0.0	0.0	0.0	0.0	0.0	0.0
