# Constructed from biom file
#OTU ID	515rcbc12	515rcbc17	515rcbc34	515rcbc33	515rcbc21	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc30	515rcbc28	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae	0.000105070322066	6.70652257224e-05	0.0001166783345	0.0016637632367	2.77118338768e-05	0.00915380271084	0.00493421052632	9.45054529646e-06	1.99469411366e-05	0.000154294795637	0.000427167876976	3.38131037048e-05	0.0	0.000173798185547	0.00542816453737	7.28300292777e-05	0.000134246207545	0.000378992961559	0.0295022690541	0.00833907167283	0.00186296113502	0.000454125732278	0.000316222198798	0.000116582518003	0.00088307801749	0.000198466843633	0.00195049015199	0.0640628076393	0.0637961236368	0.000319972075164
k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__	0.0	0.0	1.66683335e-05	2.93605277066e-05	0.0	0.0	0.0	9.45054529646e-05	0.000186171450608	2.57157992728e-05	1.64295337298e-05	1.12710345683e-05	4.63800380316e-05	0.000139038548438	0.0	5.82640234221e-05	0.0	0.0	5.47860149566e-05	5.83559949114e-06	4.17080851123e-05	9.08251464555e-05	0.000248460299056	8.96788600023e-06	2.45299449303e-05	0.0	6.74521090026e-05	2.4611143926e-05	1.61447864448e-05	0.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50581999428e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__	0.000293768043326	0.000670652257224	0.0020168683535	0.000567636868993	0.00334389462113	0.00019609688755	0.0	0.00127582361502	0.00365029022799	0.000869194015419	0.000312161140867	0.00144832794202	0.00245814201568	0.00236365532344	0.000247672906648	0.000393282158099	0.000755134917439	0.000554953979426	0.000182620049855	0.000192574783207	0.000396226808567	0.000696326122826	0.00205544429219	0.000591880476015	0.000981197797211	0.000628478338171	0.00050589081752	0.00012305571963	8.07239322242e-06	0.000174530222817
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__	0.000420996052358	0.000373649114739	0.000650065006501	0.00152674744074	0.000212457393055	0.0023531626506	0.0	0.00016065927004	0.000226065332881	0.000390880148946	0.000361449742056	0.000360673106184	0.000306108251009	0.000521394556641	0.00147571773544	0.0002621881054	0.000486642502349	0.000351922035734	0.00514075440343	0.00452842520512	0.000556107801497	0.000590363451961	0.000444216898312	0.000313876010008	0.000607116137024	0.000388664235448	0.00190552207932	0.0295333727112	0.0154909225938	0.000290883704695
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__	6.36140045159e-05	0.000364068368207	0.000783411674501	0.00034253948991	0.000397202952234	0.00035297439759	0.0	0.000302417449487	0.000844420508115	0.000154294795637	0.000279302073407	0.000433934830878	0.00121515699643	0.00218985713789	0.000608862562176	0.000247622099544	0.000318834742919	0.000257173795344	0.000867445236813	0.000443505561326	0.000444886241198	0.000968801562193	0.00205544429219	0.000286972352007	0.000791090724001	0.000347316976358	0.000489027790269	0.00135361291593	0.000185665044116	2.90883704695e-05
k__Bacteria;p__Acidobacteria;c__GAL08;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65959215154e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	0.0	0.0	0.0	0.0	0.0	1.5687751004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__	0.00222934921444	0.00260596305664	0.00558389172251	0.00344496858424	0.0039350804105	0.000690261044177	0.0	0.00236263632412	0.0115891728004	0.00256643676742	0.00185653731147	0.0040124883063	0.00382171513381	0.00383514662774	0.000206394088873	0.00161682664996	0.00355752449993	0.00259880887926	0.000575253157044	0.00159311866108	0.00245382567411	0.003920618822	0.00391513198512	0.0038920625241	0.00413942820698	0.00340701414903	0.00323770123213	0.000639889742075	0.000169520257671	0.000203618593286
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	0.00472316114428	0.00216524871618	0.00873420675401	0.0034547554268	0.0123225287972	0.000972640562249	0.00493421052632	0.00538681081898	0.00564498434165	0.00565747584001	0.00174153057536	0.00359546002728	0.00576040072353	0.00192336658672	0.00050566551774	0.0028840691594	0.00600751778762	0.00120465619924	0.000538729147073	0.0011204351023	0.00164051801442	0.00168026520943	0.000926079296481	0.00278901254607	0.00258790919014	0.00316720004631	0.0025294540876	0.000295333727112	0.000484343593345	0.000349060445634
k__Bacteria;p__Acidobacteria;c__S035;o__;f__	0.000152244752381	0.00139878899364	0.002500250025	0.000665505294682	0.000711270402838	0.000149033634538	0.0	0.000699340351938	0.00284576360215	0.000720042379637	0.000591463214274	0.00201187967043	0.00156764528547	0.00106596220469	9.2877339993e-05	0.000436980175666	0.000520204054235	0.000162425554954	3.65240099711e-05	0.000239259579137	0.000660378014278	0.0013018270992	0.00163381469379	0.00126447192603	0.000962800338513	0.000826945181804	0.000792562280781	0.0	1.61447864448e-05	0.000116353481878
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	0.00396765549514	0.00101555913237	0.001433476681	0.00266202117873	0.0018659301477	0.00419647339357	0.0	0.00143648288506	0.000871016429631	0.00177439014982	0.00287516840272	0.00180336553092	0.00108529288994	0.00101961602188	0.00417948029968	0.0015731286324	0.00234930863203	0.00471034109367	0.00969712464732	0.00489023237357	0.00483118652551	0.00255824162516	0.00125735969522	0.00207158166605	0.00206051537414	0.00202601569542	0.00208539437	0.0113457373499	0.0111156854673	0.00328698586305
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659	2.14429228705e-06	9.58074653177e-06	0.0	0.0	0.0	1.5687751004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__MVS-65	4.2885845741e-06	0.0	1.66683335e-05	3.91473702754e-05	0.0	0.0	0.0	9.45054529646e-06	1.99469411366e-05	2.05726394182e-05	0.0	5.63551728413e-06	9.27600760633e-06	1.15865457031e-05	0.0	1.45660058555e-05	0.0	0.0	0.0	0.0	6.95134751872e-06	0.0	0.0	0.0	6.13248623257e-06	0.0	2.81050454178e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f	6.43287686116e-06	0.0	5.00050005001e-05	4.89342128443e-05	0.0	1.5687751004e-05	0.0	0.0	0.000106383686062	0.0	1.64295337298e-05	1.69065518524e-05	2.7828022819e-05	0.000359182916797	1.03197044437e-05	2.91320117111e-05	0.0	0.0	1.82620049855e-05	0.0	6.95134751872e-06	1.51375244093e-05	0.000316222198798	0.0	9.81197797211e-05	8.26945181804e-06	6.18310999191e-05	2.4611143926e-05	0.0	0.000843562743615
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.000854857858438	0.000335326128612	0.0004833816715	0.00136037111707	0.000600423067331	0.00206293925703	0.00328947368421	0.000567032717788	0.000518620469551	0.000725185539492	0.000525745079355	0.000377579658037	0.00055656045638	0.000567740739453	0.00230129409094	0.000757432304488	0.000285273191032	0.000568489442339	0.00507683738598	0.00295281334251	0.00186296113502	0.0008174263181	0.000331280398741	0.000600848362016	0.000594851164559	0.000281161361813	0.00157388254339	0.00585745225438	0.012810888044	0.000639944150329
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae]	0.00189198056128	0.000411972100866	0.0001166783345	0.000283818434497	0.000193982837138	0.000211784638554	0.00164473684211	0.000245714177708	5.31918430309e-05	0.000221155873746	0.000427167876976	9.01682765461e-05	0.00017624414452	0.000301250188281	0.000350869951085	0.000495244199088	0.000184588535374	0.000920411478073	0.000146096039884	5.83559949114e-05	0.000403178156086	0.000302750488185	0.000127994699514	0.000618784134016	0.000466068953675	0.000272891909995	0.000213598345175	0.000319944871038	0.00023409940345	0.000407237186573
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	0.00170399760411	0.00143711197977	0.0020502050205	0.00153653428331	0.00182898103587	0.000556915160643	0.00822368421053	0.00218307596348	0.00203458799593	0.00183610806807	0.00152794663687	0.00226547794822	0.00372895505774	0.00339485789102	0.00142411921323	0.00279667312426	0.00335615518862	0.00204385489984	0.002520156688	0.000595231148096	0.00326018198628	0.00345135556531	0.00261259769007	0.00187428817405	0.00128168962261	0.00381221728812	0.00121413796205	0.00211655837763	0.000250244189895	0.000261795334225
k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	6.57582968029e-05	3.83229861271e-05	5.00050005001e-05	1.95736851377e-05	0.000101610057548	2.3531626506e-05	0.0	5.67032717788e-05	3.32449018943e-05	4.6288438691e-05	0.0	6.19906901254e-05	0.000111312091276	8.11058199219e-05	4.12788177747e-05	0.0	0.000134246207545	0.0	0.000538729147073	0.000192574783207	4.17080851123e-05	6.0550097637e-05	5.27036997997e-05	3.58715440009e-05	4.90598898605e-05	4.96167109082e-05	7.30731180862e-05	0.00556211852727	0.000516633166235	5.8176740939e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__	0.0	0.000105388211849	0.000100010001	1.95736851377e-05	3.69491118357e-05	0.0	0.0	2.83516358894e-05	6.64898037886e-05	5.14315985455e-05	0.000164295337298	2.81775864207e-05	6.49320532443e-05	0.000139038548438	2.06394088873e-05	0.0	3.35615518862e-05	1.35354629128e-05	8.21790224349e-05	4.66847959291e-05	0.000111221560299	3.02750488185e-05	6.02327997711e-05	4.48394300012e-05	3.67949173954e-05	0.000115772325453	0.0	7.38334317779e-05	5.65067525569e-05	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__	0.000578958917504	0.00160956541734	0.00545054505451	0.00154632112588	0.00171813370036	0.00035297439759	0.0	0.00172944978925	0.00914899700131	0.00151723215709	0.00195511451385	0.00247399208773	0.00480497194008	0.0282248253328	0.000319910837754	0.00273840910084	0.00404416700228	0.00185435841906	0.000520467142088	0.00154643386515	0.00300298212809	0.0034362180409	0.0054736556792	0.0037037369181	0.00586878932457	0.00153811803816	0.00298475582337	4.92222878519e-05	3.22895728897e-05	0.000290883704695
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	0.000543935476816	0.000287422395953	0.00033336667	0.000332752647341	0.000323304728563	0.000580446787149	0.0	0.000727691987828	0.000212767372123	0.000874337175274	0.000920053888871	0.000552280693845	0.000426696349891	0.000220144368359	0.00050566551774	0.000582640234221	0.000805477245268	0.000798592311857	0.00026479907229	0.000175067984734	0.000556107801497	0.000378438110231	0.000557153397883	0.000636719906017	0.000318889284094	0.000678095049079	0.000196735317924	0.000566056310297	2.42171796673e-05	0.000116353481878
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246;f__	0.0	0.0	0.0	3.91473702754e-05	0.0	0.000101970381526	0.0	0.0	0.0	3.60021189819e-05	3.28590674597e-05	1.12710345683e-05	0.0	0.0	2.06394088873e-05	0.0	0.0	2.70709258257e-05	7.30480199421e-05	1.16711989823e-05	2.78053900749e-05	0.0	0.0	0.0	0.0	1.65389036361e-05	0.0	0.0	0.000250244189895	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__	0.00781165680173	0.0047041465471	0.00570057005701	0.00354283700992	0.0163592192653	0.00217275351406	0.00822368421053	0.00442285519874	0.00656254363393	0.0103171786682	0.00105149015871	0.00627796625452	0.00821854273921	0.00134403930156	0.00011351674888	0.00400565161027	0.0106893542757	0.00332972387656	0.000200882054841	0.000857833125197	0.00243992297907	0.000635776025189	0.00111430679577	0.00599054784816	0.00537819042596	0.00553226326627	0.00576715531972	0.0	0.000193737437338	0.000436325557042
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	0.0089424136011	0.00733885184334	0.0173183985065	0.0154240638885	0.00965295546708	0.0131071159639	0.00657894736842	0.00920483111876	0.0130120546014	0.0116029686319	0.0116649689482	0.0132152880313	0.0177728305737	0.0745130754168	0.0124971620813	0.00761802106244	0.0165794066318	0.0133865728208	0.0180702539332	0.0143439035492	0.0201380537617	0.0427332314073	0.0205845593218	0.0171914374624	0.0115474715759	0.0135288231743	0.0145471715082	0.00602973026186	0.0185180700522	0.00279248356507
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	0.0182293434963	0.00911128995171	0.011101110111	0.00836775039637	0.00947744718586	0.0132875251004	0.00493421052632	0.0123235110666	0.0165360142022	0.0164581115346	0.0212762461801	0.0133618114807	0.00882148323362	0.00855087072891	0.0189056985408	0.00932224374754	0.0185259766412	0.0265024363833	0.0106467489066	0.0127974696841	0.0140486733353	0.0143806481888	0.0106988510593	0.0122501322763	0.00786184735015	0.0106179761344	0.00847086068891	0.015308131522	0.0227237869211	0.00296701378789
k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__	5.00334866979e-06	5.74844791906e-05	0.0	1.95736851377e-05	0.0	0.0	0.0	4.72527264823e-05	6.64898037886e-06	2.57157992728e-05	0.0	1.12710345683e-05	1.85520152127e-05	0.0	3.0959113331e-05	0.0	0.000134246207545	4.06063887385e-05	1.82620049855e-05	0.0	0.0	0.0	0.0	4.48394300012e-05	6.13248623257e-06	4.96167109082e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	0.00036595921699	0.00109220510462	0.0022502250225	0.00311221593689	0.00297440350278	0.000721636546185	0.0	0.00438505301756	0.00202793901555	0.00258186624698	0.00113363782736	0.00217530967167	0.0019015815593	0.00191178004102	0.00104229014881	0.00163139265582	0.00342327829239	0.00062263129399	0.000648301176986	0.000490190357255	0.000882821134877	0.000938526513374	0.000775497297053	0.000798141854021	0.00192560067703	0.00158773474906	0.00157388254339	0.00194428037015	0.00257509343795	8.72651114085e-05
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.000348090114598	0.00103472062543	0.0020502050205	0.000606784239269	0.00234626860157	0.000149033634538	0.0	0.00114351598087	0.0010372409391	0.000684040260655	0.00788617619032	0.00188789829018	0.00217058577988	0.00264173242031	0.00176466945987	0.00106331842745	0.000805477245268	0.0027476989713	0.00276669375531	0.000583559949114	0.00148758836901	0.00237659133225	0.00526284088	0.000950595916025	0.00140433934726	0.000818675729986	0.000584584944689	0.00251033668045	0.000508560773012	0.000407237186573
